chromosome	position	strand	refGenome	reads	subject	externalSampleID	internalSampleID	cellType	timePoint	estAbund	relAbund	nearestFeature	inFeature	nearestFeatureStrand	inFeatureExon	nearestFeatureDist	nearestOncoFeature	nearestOncoFeatureDist
chr10	130925742	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	MIR378C	FALSE	-	FALSE	36844	BNIP3	1041939
chr10	132944702	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC01166	TRUE	-	TRUE	-0	BNIP3	-962688
chr10	14190217	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	6	0.11983223487118035	FRMD4A	TRUE	-	FALSE	0	CUBN	2633747
chr10	1477423	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	ADARB2	TRUE	-	FALSE	0	ADARB2	0
chr10	14891783	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	SUV39H2	TRUE	+	FALSE	-0	CUBN	1932181
chr10	16333732	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	PTER	FALSE	+	FALSE	-103209	CUBN	490232
chr10	20023430	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	PLXDC2	TRUE	+	FALSE	0	MLLT10	-1509917
chr10	28661111	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	BAMBI	FALSE	+	FALSE	-16382	MAP3K8	-1772908
chr10	29045578	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	C10orf126	FALSE	+	FALSE	163679	MAP3K8	-1388441
chr10	29714797	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	SVIL	TRUE	-	FALSE	0	MAP3K8	-719222
chr10	38522659	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC00999	FALSE	+	FALSE	70505	RET	-4554366
chr10	43193849	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	RASGEF1A	FALSE	-	FALSE	682	RET	63497
chr10	44327720	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	C10orf142	FALSE	+	FALSE	33070	ZNF239	-753101
chr10	45196680	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	ANKRD30BP3	FALSE	+	FALSE	10638	ALOX5	-177484
chr10	4627109	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	MANCR	FALSE	-	FALSE	23074	AKR1C3	-421655
chr10	50636800	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	SGMS1-AS1	FALSE	+	FALSE	5163	SGMS1	-12822
chr10	70664308	-	hg38	100	testPatient	testPatient	GTSP9995	T-CELLS	M1	4	0.07988815658078689	ADAMTS14	FALSE	+	FALSE	-8196	PRF1	-61519
chr10	74862688	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	KAT6B	TRUE	+	FALSE	0	KAT6B	0
chr10	79290340	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	ZMIZ1	TRUE	+	FALSE	-0	ZMIZ1	-0
chr10	9412052	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LOC101928272	FALSE	-	FALSE	-116458	GATA3	1336850
chr10	94269787	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	PLCE1	TRUE	+	FALSE	-0	LGI1	471612
chr10	99105389	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	HPSE2	TRUE	-	FALSE	0	LOXL4	-837138
chr10	101311151	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	BTRC	FALSE	+	FALSE	-42880	BTRC	-42880
chr10	105120731	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	SORCS3	TRUE	+	FALSE	-0	SUFU	2487273
chr10	10563642	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	CELF2	TRUE	+	FALSE	0	GATA3	2488440
chr10	111264266	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	ADRA2A	FALSE	+	FALSE	183358	PDCD4	364259
chr10	112919520	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	TCF7L2	FALSE	+	FALSE	-30728	TCF7L2	-30728
chr10	113071322	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	TCF7L2	TRUE	+	FALSE	-0	TCF7L2	-0
chr10	113113233	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	TCF7L2	TRUE	+	FALSE	-0	TCF7L2	-0
chr10	120748220	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	WDR11-AS1	FALSE	-	FALSE	13590	WDR11	-102953
chr10	128413866	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC01163	FALSE	+	FALSE	96139	PTPRE	328010
chr10	2052315	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	MIR6072	FALSE	-	FALSE	23702	ADARB2	-314838
chr10	22695049	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	PIP4K2A	TRUE	-	FALSE	0	BMI1	363563
chr10	37631918	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	MTRNR2L7	FALSE	-	FALSE	-28986	RET	-5445107
chr10	40069206	+	hg38	50	testPatient	testPatient	GTSP9995	T-CELLS	M1	2	0.039944078290393446	ACTR3BP5	FALSE	+	FALSE	1370964	RET	-3007819
chr10	62417057	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	ZNF365	TRUE	+	FALSE	0	EGR2	394937
chr10	67923232	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	HERC4	TRUE	-	FALSE	-0	SIRT1	4841
chr10	74694859	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	ADK	TRUE	+	FALSE	-0	KAT6B	-131552
chr10	82262755	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	NRG3	TRUE	+	FALSE	0	NUTM2B	2549997
chr10	89550462	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	SLC16A12	FALSE	-	FALSE	-14905	FAS	533400
chr10	92909114	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	EXOC6	TRUE	+	FALSE	0	HHEX	213462
chr10	97376324	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	RRP12	TRUE	-	FALSE	-0	FRAT1	54408
chr11	10269512	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	SBF2	TRUE	-	FALSE	0	MRVI1	303577
chr11	104643298	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC02552	FALSE	-	FALSE	-33995	CASP1	382208
chr11	105027970	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	CASP1	TRUE	-	FALSE	-0	CASP1	-0
chr11	108467759	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	C11orf65	FALSE	-	FALSE	-227	ATM	98659
chr11	108757123	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	DDX10	TRUE	+	FALSE	0	DDX10	0
chr11	109130167	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	DDX10	FALSE	+	FALSE	189236	DDX10	189236
chr11	11760477	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	MIR8070	FALSE	-	FALSE	22656	MRVI1	-1066488
chr11	21388697	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	NELL1	TRUE	+	FALSE	-0	HTATIP2	1004913
chr11	26500860	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	ANO3	TRUE	+	FALSE	-0	FANCF	-3875018
chr11	29847670	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC01616	FALSE	-	FALSE	132448	DNAJC24	-1522158
chr11	34662709	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	EHF	TRUE	+	TRUE	-0	ABTB2	-304700
chr11	40321938	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LRRC4C	TRUE	-	FALSE	-0	ACCS	-3744239
chr11	41815997	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC01499	TRUE	+	FALSE	-0	ACCS	-2250180
chr11	44718762	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	TSPAN18	FALSE	+	FALSE	-45662	CD82	98972
chr11	46921584	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LRP4	FALSE	-	FALSE	-2961	DDB2	-293356
chr11	47191229	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	PACSIN3	FALSE	-	FALSE	-4769	DDB2	-23711
chr11	6549919	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	DNHD1	TRUE	+	FALSE	-0	EIF3F	-1437399
chr11	72950520	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	6	0.11983223487118035	FCHSD2	TRUE	-	FALSE	-0	PLEKHB1	-695656
chr11	80721474	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LOC101928944	FALSE	-	FALSE	29724	GAB2	-2303651
chr11	82108827	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	MIR4300HG	TRUE	-	FALSE	-0	GAB2	-3691004
chr11	82934541	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	DDIAS	TRUE	+	TRUE	-0	PICALM	3022628
chr11	82942053	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	DDIAS	FALSE	+	FALSE	7393	PICALM	3015116
chr11	84429298	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	DLG2	TRUE	-	FALSE	-0	PICALM	1527871
chr11	89141322	-	hg38	25	testPatient	testPatient	GTSP9995	T-CELLS	M1	1	0.019972039145196723	TYR	FALSE	+	FALSE	-36548	ME3	-2468685
chr11	9207236	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	DENND5A	TRUE	-	FALSE	0	ST5	-296284
chr11	9586186	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	WEE1	TRUE	+	FALSE	-0	SWAP70	-77889
chr11	96523013	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LOC105369443	FALSE	+	FALSE	8262	MAML2	-179832
chr11	98615687	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	CNTN5	FALSE	+	FALSE	-405287	MAML2	-2272506
chr11	102125538	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	YAP1	TRUE	+	FALSE	0	YAP1	0
chr11	104657967	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC02552	FALSE	-	FALSE	-48664	CASP1	367539
chr11	10655090	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	MRVI1	TRUE	-	FALSE	0	MRVI1	0
chr11	113736785	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	ZW10	TRUE	-	TRUE	-0	ZBTB16	-322802
chr11	115168541	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	CADM1	FALSE	-	FALSE	5082	NNMT	856024
chr11	115728683	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LOC101928985	FALSE	-	FALSE	3260	SIK3	1114717
chr11	11584390	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	GALNT18	TRUE	-	FALSE	0	MRVI1	-890401
chr11	119194555	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	CCDC153	TRUE	-	FALSE	0	CBL	-11719
chr11	125606782	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	STT3A	TRUE	+	FALSE	0	SPA17	911987
chr11	23292378	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	MIR8054	FALSE	-	FALSE	126725	FANCF	-666536
chr11	32547352	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	EIF3M	FALSE	+	FALSE	-36413	WT1	-111812
chr11	55431562	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	OR4A15	FALSE	+	FALSE	62643	APLNR	1802013
chr11	69431184	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LOC102724265	FALSE	+	FALSE	1562	MYEOV	133896
chr11	71941941	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	RNF121	TRUE	+	FALSE	0	NUMA1	60921
chr11	85197309	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	DLG2	TRUE	-	FALSE	0	PICALM	759860
chr11	86699149	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	ME3	FALSE	-	FALSE	-26512	ME3	-26512
chr11	87832047	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LOC105369423	FALSE	-	FALSE	-112635	ME3	-1159410
chr12	102023829	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	WASHC3	TRUE	-	FALSE	-0	DRAM1	100205
chr12	105683833	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	CASC18	FALSE	+	FALSE	-20368	HSP90B1	1735902
chr12	108917615	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	SVOP	TRUE	-	FALSE	-0	CORO1C	-186064
chr12	116107079	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	MED13L	TRUE	-	FALSE	-0	PEBP1	-2028803
chr12	132696394	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	PXMP2	TRUE	+	FALSE	-0	CHFR	143956
chr12	2317168	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	CACNA1C	TRUE	+	FALSE	0	FOXM1	540511
chr12	30143629	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	TMTC1	FALSE	-	FALSE	-358869	PTHLH	-2171645
chr12	40137410	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC02471	FALSE	+	FALSE	-18827	ARID2	-5592297
chr12	41451643	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	PDZRN4	TRUE	+	FALSE	-0	ARID2	-4278064
chr12	42670256	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC02451	TRUE	+	FALSE	-0	ARID2	-3059451
chr12	52855883	-	hg38	45	testPatient	testPatient	GTSP9995	T-CELLS	M1	2	0.039944078290393446	KRT78	FALSE	-	FALSE	-6888	KRT73	-237323
chr12	6249168	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	CD9	FALSE	+	FALSE	10896	CD9	10896
chr12	65736077	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	RPSAP52	FALSE	-	FALSE	21941	HMGA2	-88381
chr12	658568	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	NINJ2	TRUE	-	FALSE	0	RAD52	253166
chr12	76235365	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC02407	FALSE	+	FALSE	-24516	PAWR	3349507
chr12	90272519	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC02392	FALSE	+	FALSE	-20797	KITLG	-1692045
chr12	9368969	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC02367	TRUE	+	TRUE	0	CD69	383515
chr12	97505384	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	RMST	TRUE	+	FALSE	0	APAF1	-1139914
chr12	99741251	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	ANKS1B	TRUE	-	FALSE	0	APAF1	1005817
chr12	104013043	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	GLT8D2	TRUE	-	FALSE	-0	HSP90B1	65112
chr12	106364815	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	POLR3B	TRUE	+	FALSE	0	CORO1C	2280292
chr12	107483377	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	BTBD11	TRUE	+	FALSE	0	CORO1C	1161730
chr12	111274219	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	CUX2	TRUE	+	FALSE	-0	ALDH2	-492666
chr12	111456008	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	ATXN2	TRUE	-	FALSE	-0	ALDH2	-310877
chr12	115252371	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	TBX3	FALSE	-	FALSE	-568206	PTPN11	2742452
chr12	120051150	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	BICDL1	TRUE	+	FALSE	-0	PXN	159287
chr12	120099929	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	RAB35	TRUE	-	FALSE	-0	PXN	110508
chr12	120872903	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	SPPL3	TRUE	-	FALSE	0	SPPL3	0
chr12	123576136	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LOC101927415	FALSE	-	FALSE	4928	SBNO1	-210926
chr12	125041373	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	THRIL	FALSE	-	FALSE	-13949	SCARB1	-177399
chr12	128468227	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	TMEM132C	TRUE	+	FALSE	0	RAN	-2403765
chr12	130766667	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	STX2	FALSE	-	FALSE	22931	RAN	-105325
chr12	15030308	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC01489	FALSE	+	FALSE	23624	ATF7IP	527372
chr12	25000619	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LOC645177	TRUE	+	FALSE	0	LRMP	-51626
chr12	33250078	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	SYT10	FALSE	-	FALSE	125333	PTHLH	-5278094
chr12	33362405	+	hg38	100	testPatient	testPatient	GTSP9995	T-CELLS	M1	4	0.07988815658078689	SYT10	FALSE	-	FALSE	13006	PTHLH	-5390421
chr12	41556501	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	PDZRN4	TRUE	+	FALSE	-0	ARID2	-4173206
chr12	4305530	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	CCND2	FALSE	+	FALSE	173	CCND2	173
chr12	49082994	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	DHH	FALSE	-	FALSE	3660	KMT2D	-27669
chr12	50451015	+	hg38	100	testPatient	testPatient	GTSP9995	T-CELLS	M1	4	0.07988815658078689	LARP4	TRUE	+	FALSE	-0	ATF1	-312989
chr12	52080365	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	OR7E47P	TRUE	+	FALSE	0	ACVR1B	83285
chr12	61994178	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	FAM19A2	TRUE	-	FALSE	0	USP15	-266160
chr12	74403179	+	hg38	46	testPatient	testPatient	GTSP9995	T-CELLS	M1	2	0.039944078290393446	LOC100507377	FALSE	-	FALSE	-110547	TSPAN8	-3245179
chr12	77371704	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	E2F7	FALSE	-	FALSE	-306123	PAWR	2213168
chr12	91018036	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	EPYC	FALSE	-	FALSE	-13009	BTG1	1122240
chr12	92482387	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC02397	TRUE	+	TRUE	-0	BTG1	-336489
chr12	9845104	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	KLRF1	FALSE	+	FALSE	98	CD69	-84202
chr13	106748485	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC00443	FALSE	+	FALSE	76304	TNFSF13B	-1521142
chr13	19862760	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	ZMYM5	TRUE	-	FALSE	0	ZMYM2	-94644
chr13	23462916	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC00327	FALSE	+	FALSE	-6594	FGF9	1758414
chr13	29444870	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	MTUS2	TRUE	+	FALSE	-0	UBL3	319536
chr13	36162534	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	SOHLH2,CCDC169-SOHLH2	FALSE	-,-	FALSE	5672	STARD13	-2485698
chr13	36492777	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	CCNA1	FALSE	+	FALSE	49894	STARD13	-2815941
chr13	38053167	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC00571	TRUE	-	FALSE	-0	FOXO1	2502495
chr13	38422511	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	UFM1	FALSE	+	FALSE	59503	FOXO1	2133151
chr13	41968552	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	VWA8-AS1	TRUE	+	FALSE	0	FOXO1	-1301954
chr13	42689942	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	TNFSF11	FALSE	+	FALSE	81928	FOXO1	-2023344
chr13	46748800	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LRCH1	TRUE	+	FALSE	-0	LCP1	-566475
chr13	50522500	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	DLEU1,DLEU1-AS1	TRUE	+,-	FALSE	0	DLEU1	-0
chr13	51139418	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	C13orf42	TRUE	-	FALSE	0	INTS6	222145
chr13	55507934	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	MIR5007	FALSE	+	FALSE	333385	OLFM4	2455872
chr13	60781404	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC00378	FALSE	+	FALSE	85597	OLFM4	7729342
chr13	62964471	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC00448	FALSE	-	FALSE	-157111	OLFM4	9912409
chr13	68024870	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC00364	FALSE	+	FALSE	644875	KLF5	-5030104
chr13	70309550	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	ATXN8OS	FALSE	+	FALSE	169796	KLF5	-2745424
chr13	73637875	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	KLF12	FALSE	-	FALSE	48135	KLF5	560332
chr13	81993008	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC00564	FALSE	-	FALSE	-766024	POU4F1	-3389447
chr13	88287860	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LOC105370306	FALSE	+	FALSE	51777	MIR17	-3062743
chr13	90878403	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC00410	FALSE	-	FALSE	12549	MIR17	-472200
chr13	91055297	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	LINC00380	FALSE	-	FALSE	31955	MIR17	-295306
chr13	93268586	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	GPC6	TRUE	+	FALSE	0	GPC5	401348
chr13	95636572	-	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	DZIP1	TRUE	-	FALSE	0	RAP2A	-1797647
chr13	101162478	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	NALCN	TRUE	-	FALSE	-0	FGF14	558375
chr13	101725062	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	FGF14	TRUE	-	FALSE	-0	FGF14	-0
chr13	111163191	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	ARHGEF7	TRUE	+	FALSE	0	GAS6	2657356
chr13	20070459	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	ZMYM2	TRUE	+	FALSE	-0	ZMYM2	-0
chr13	26213359	+	hg38	125	testPatient	testPatient	GTSP9995	T-CELLS	M1	5	0.09986019572598363	RNF6	TRUE	-	TRUE	0	PDX1	-1706670
